0,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
550,32,M,J6KKG1K,City,No Membership,06-08-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,20:17:34,14,144.36,28729.58,8,630.69,Yes,No,Yes,No Information Available,Too many ads,1
551,59,F,HEIHQH9,City,No Membership,16-02-2017,Yes,CID23395,Credit/Debit Card Offers,Both,Wi-Fi,04:02:39,13,491.36,7884.31,24,569.23,Yes,Yes,No,Not Applicable,Poor Customer Service,1
552,61,F,1VOMKBW,City,Gold Membership,29-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,00:39:06,12,380.02,24219.87,10,,Yes,No,No,Not Applicable,Reasonable Price,0
553,41,F,OI22AY6,Town,Gold Membership,02-11-2015,Yes,CID38301,Credit/Debit Card Offers,Desktop,Wi-Fi,01:20:53,15,131.03,21743.59,24,714.79,Yes,No,Yes,Unsolved,Poor Product Quality,0
554,11,M,NVXN9LR,Village,Basic Membership,02-06-2017,Yes,CID21211,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:51:39,13,198.02,16177.14,15,602.74,Yes,No,Yes,Solved in Follow-up,No reason specified,1
555,55,F,ST3W0KI,Town,Premium Membership,25-04-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,23:06:35,12,337.97,32544.46,20,414.3055615,Yes,Yes,Yes,No Information Available,Poor Customer Service,0
556,13,F,HBGOJRF,City,Platinum Membership,15-07-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,16:18:10,-999,33.44,58210.19,14,798.46,No,Yes,No,Not Applicable,Products always in Stock,0
557,55,F,MBDPE8V,Town,Silver Membership,15-11-2015,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:28:44,22,83.74,90287.87,15,726.3,No,Yes,No,Not Applicable,Reasonable Price,0
558,10,M,Y44VF66,City,Gold Membership,26-03-2017,Yes,CID46765,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:03:30,13,30.63,3068.03,28,641.19,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
559,44,M,XJ4II2C,City,Gold Membership,31-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:16:53,12,302.85,29277.36,14,655.81,Yes,No,Yes,No Information Available,Too many ads,1
560,63,M,T48YHNB,Town,Silver Membership,02-07-2015,No,xxxxxxxx,Without Offers,?,Mobile_Data,05:01:54,5,100.19,26445.74,9,645.99,Yes,No,Yes,No Information Available,Too many ads,1
561,15,F,B7DMKZS,Town,Gold Membership,22-02-2016,Yes,CID22881,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:42:32,7,174.44,45995.05,24,751.25,Yes,No,No,Not Applicable,No reason specified,0
562,20,M,LLAYASX,Town,Gold Membership,17-01-2016,?,CID60396,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:06:41,-999,31.96,71577.58,3,701.27,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
563,61,M,OFU4UCJ,City,Gold Membership,02-06-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:08:15,15,33.2,24172.99,8,701.41,Yes,No,No,Not Applicable,Poor Product Quality,0
564,26,F,IOT9QE5,Village,Basic Membership,30-08-2016,?,CID59055,Credit/Debit Card Offers,Desktop,Mobile_Data,13:14:37,9,128.84,19714.22,27,1090.314156,Yes,No,Yes,Solved,Poor Product Quality,1
565,21,F,BHWF0UJ,City,Basic Membership,20-12-2017,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,00:36:56,7,42.96,47918.96,17,567.83,No,Yes,No,Not Applicable,Poor Customer Service,1
566,28,M,X8I4C3K,City,Basic Membership,21-01-2017,?,CID47070,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:20:52,13,30.48,35613.75,25,1191.28488,No,Yes,No,Not Applicable,Poor Website,1
567,55,M,JIVDKVP,Town,No Membership,30-08-2015,Yes,CID25498,Gift Vouchers/Coupons,Desktop,Fiber_Optic,00:56:29,13,-821.9357536,18994.77,22,668.82,No,Yes,No,Not Applicable,Poor Customer Service,1
568,17,F,T7GIS1C,Town,No Membership,02-02-2017,Yes,CID1832,Without Offers,Smartphone,Mobile_Data,00:47:33,14,38.32,34570.46,19,661.31,No,Yes,No,Not Applicable,Poor Customer Service,1
569,36,M,AY6CYZA,Town,Basic Membership,16-09-2016,?,CID34984,Credit/Debit Card Offers,Desktop,Wi-Fi,04:04:45,4,100.75,33779.62,13,538.78,No,Yes,Yes,Solved,Poor Customer Service,1
570,20,F,1RFDAS3,Town,Platinum Membership,11-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,05:09:29,16,30.93,32656.24,25,751.11,No,Yes,Yes,Unsolved,Poor Website,0
571,24,F,RPQWROK,Town,No Membership,28-11-2016,Yes,CID57980,Credit/Debit Card Offers,?,Wi-Fi,13:55:36,-999,560.02,39048.06,18,857.1164261,No,Yes,No,Not Applicable,Too many ads,1
572,19,F,W4XFD2P,City,Basic Membership,03-10-2015,No,xxxxxxxx,Without Offers,?,Wi-Fi,08:47:41,6,221.89,871.91,Error,646.77,No,Yes,Yes,Unsolved,Poor Product Quality,1
573,33,M,0V3KBYK,,Premium Membership,29-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,00:26:43,5,168.35,13348.54,22,766.34,Yes,No,Yes,Solved,Poor Customer Service,0
574,58,M,W6VUDCN,Town,Silver Membership,30-01-2015,Yes,CID19685,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20:27:43,14,1202.981098,10162.8,26,768.81,No,Yes,No,Not Applicable,Too many ads,0
575,49,F,X7UHFR8,Town,Gold Membership,24-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:26:03,10,1050.45324,67055.04,12,,No,Yes,No,Not Applicable,Quality Customer Care,0
576,34,F,NQH5CBI,Village,No Membership,23-09-2017,?,CID45058,Without Offers,Smartphone,Mobile_Data,12:26:44,17,675.17,31043.91,9,638.18,Yes,Yes,Yes,Unsolved,Too many ads,1
577,47,M,NIBSM4W,,Basic Membership,12-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,15:17:00,7,398.72,45568.98,8,532.12,Yes,No,Yes,No Information Available,Poor Product Quality,1
578,63,M,ZG3YBES,Town,Platinum Membership,28-02-2016,?,CID59873,Gift Vouchers/Coupons,Smartphone,Mobile_Data,00:57:58,21,189.78,41915.38,8,715.56,No,Yes,No,Not Applicable,Poor Product Quality,0
579,45,M,JW3KJBQ,Town,Basic Membership,15-01-2016,Yes,CID53090,Without Offers,Both,Mobile_Data,00:08:29,21,221.46,8748.42,7,539.98,Yes,No,No,Not Applicable,Too many ads,1
580,15,F,J2XY57T,Town,Gold Membership,30-11-2016,?,CID41597,Credit/Debit Card Offers,Smartphone,Wi-Fi,23:44:22,20,32.25,2445.59,16,1165.663413,No,Yes,No,Not Applicable,Poor Product Quality,0
581,19,M,DQ23G7V,Town,Premium Membership,08-12-2016,Yes,CID8997,Gift Vouchers/Coupons,?,Fiber_Optic,01:16:50,-999,101.7,30138.41,22,772.32,No,Yes,Yes,Unsolved,Poor Customer Service,0
582,38,M,67NRJNY,Village,Platinum Membership,13-11-2017,Yes,CID4245,Without Offers,Smartphone,Wi-Fi,18:34:57,-999,251.08,70538.57,9,740.45,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0
583,16,M,NAMDTUW,Town,Gold Membership,02-06-2015,Yes,CID1814,Credit/Debit Card Offers,?,Wi-Fi,23:00:54,15,68.21,32425.38,27,,Yes,No,Yes,Solved in Follow-up,Poor Website,1
584,64,F,S06GWS6,City,No Membership,14-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:50:10,5,32.88,8060.57,8,521.41,Yes,No,Yes,Unsolved,Poor Product Quality,1
585,16,M,9L3PDP8,,Silver Membership,26-09-2017,Yes,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,05:01:20,8,383.14,20430.17,29,,Yes,Yes,Yes,No Information Available,No reason specified,0
586,12,F,6NKEPC2,,Basic Membership,24-06-2017,Yes,CID29417,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:46:23,-999,241.21,9519.62,17,,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
587,36,F,3I2ZTYX,,Gold Membership,02-12-2015,Yes,CID46625,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:13:10,10,91.65,9436.64,20,600.31,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
588,45,F,EVLEL7Q,Town,Basic Membership,08-07-2015,Yes,CID52404,Without Offers,Smartphone,Wi-Fi,14:39:09,13,87.58,49737.31,23,707.58,Yes,No,No,Not Applicable,Poor Website,1
589,30,M,UXKAGQ0,City,Premium Membership,02-10-2017,Yes,CID45519,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:08:23,9,154.34,42079.89,18,758.17,No,Yes,No,Not Applicable,Poor Product Quality,0
590,45,M,3YQ1NCB,City,Gold Membership,31-12-2015,Yes,CID13177,Gift Vouchers/Coupons,Both,Fiber_Optic,02:15:31,6,696.13,41921.12,17,733.55,Yes,Yes,Yes,Unsolved,Quality Customer Care,0
591,45,F,ADA35P7,Town,Platinum Membership,14-06-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:45:20,15,203.34,46247.58,18,,No,Yes,Yes,No Information Available,Reasonable Price,0
592,32,M,H4XAE8J,City,Premium Membership,04-03-2016,No,xxxxxxxx,Without Offers,?,Fiber_Optic,17:14:57,10,987.4840384,43322.54,27,764.09,Yes,No,Yes,No Information Available,No reason specified,0
593,40,M,0M8EY0M,Village,No Membership,02-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,13:31:30,10,208.37,36944.42,10,587.25,Yes,No,Yes,Unsolved,Poor Website,1
594,50,F,7B4C1U2,City,Gold Membership,07-02-2017,?,CID39523,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:16:33,2,-640.8585904,44238.74,23,743.48,No,Yes,Yes,No Information Available,Too many ads,0
595,25,M,WOZHC1N,Town,Gold Membership,22-03-2016,Yes,CID16146,Credit/Debit Card Offers,Smartphone,Fiber_Optic,00:34:57,13,46.71,3291.13,6,1148.685594,Yes,No,No,Not Applicable,Poor Customer Service,0
596,46,M,QXJT9TR,Town,Platinum Membership,05-03-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,17:04:33,12,306.14,8716.3,13,937.6963074,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0
597,36,M,7BN048K,City,Basic Membership,19-01-2015,Yes,CID4925,Credit/Debit Card Offers,?,Mobile_Data,23:06:24,9,221.72,11273.22,15,937.6672802,No,Yes,No,Not Applicable,Poor Website,1
598,52,M,2HPFAJN,City,Gold Membership,07-03-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,19:33:31,9,239.34,17319.58,6,1250.985197,Yes,No,No,Not Applicable,No reason specified,0
599,34,M,51L1NX3,City,Silver Membership,18-08-2015,?,CID32679,Without Offers,Smartphone,Mobile_Data,14:05:48,20,34.46,16009.34,27,712.73,Yes,No,Yes,Solved,Poor Product Quality,1
600,31,F,DGGG2SP,Town,Basic Membership,23-06-2016,?,CID43417,Without Offers,Smartphone,Mobile_Data,02:43:24,21,309.08,21555.53,28,620.94,No,Yes,No,Not Applicable,Poor Product Quality,1
601,53,F,H0JC78Z,Village,No Membership,08-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,05:10:47,8,237.58,5194.83,19,609.6,Yes,No,Yes,No Information Available,No reason specified,1
602,22,F,XFE15AJ,Town,No Membership,08-04-2015,Yes,CID29256,Without Offers,Smartphone,Mobile_Data,14:48:32,14,30.45,28732.55,6,656.15,No,Yes,Yes,Solved,No reason specified,1
603,21,F,KNA2U0Q,,Basic Membership,03-06-2017,Yes,CID30986,Without Offers,Desktop,Wi-Fi,03:13:43,22,1213.893803,46771.87,5,1161.696516,No,Yes,No,Not Applicable,Too many ads,0
604,20,F,YTISO0E,Town,Basic Membership,28-07-2017,Yes,xxxxxxxx,Without Offers,?,Wi-Fi,03:08:13,14,51.57,34570.1,13,637.47,Yes,No,No,Not Applicable,Poor Customer Service,1
605,56,F,UWTC81U,City,No Membership,27-02-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,15:00:48,11,33.29,29211.77,29,584.89,Yes,No,Yes,Solved,Too many ads,1
606,59,M,A2GGS1L,Town,No Membership,23-11-2017,Yes,CID3588,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:22:00,16,148.71,24703.93,-15.7259006,331.0992525,No,Yes,Yes,Solved,Too many ads,1
607,62,M,BH5RDCH,Town,Silver Membership,07-05-2015,?,CID17166,Without Offers,Both,Wi-Fi,14:39:33,8,-560.4799565,25127.87,18,623.29,Yes,No,No,Not Applicable,No reason specified,1
608,16,F,WILXGVX,Village,Basic Membership,10-11-2016,Yes,CID24806,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:52:34,11,75.54,39522.48,17,655.74,Yes,No,No,Not Applicable,Poor Product Quality,1
609,45,M,WFOHQHB,,Premium Membership,13-05-2015,Yes,CID24213,Credit/Debit Card Offers,Smartphone,Fiber_Optic,04:32:10,16,203.08,29631.96,19,372.1297581,Yes,No,Yes,No Information Available,Too many ads,0
610,55,F,JSX2VIR,,Platinum Membership,18-04-2017,?,CID63109,Without Offers,Smartphone,Fiber_Optic,01:31:20,14,224.99,6047.85,6,1064.143744,Yes,No,Yes,Unsolved,No reason specified,0
611,19,M,66U5IIY,Town,Basic Membership,09-04-2017,Yes,CID25426,Credit/Debit Card Offers,Desktop,Mobile_Data,02:48:47,21,159.09,29522.94,11,176.065709,No,Yes,Yes,Solved in Follow-up,Too many ads,1
612,13,F,U2AC379,Village,Silver Membership,02-06-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15:09:41,10,228.05,19004.18,9,632.59,Yes,No,No,Not Applicable,Poor Product Quality,1
613,14,F,RZFEY89,Village,Platinum Membership,09-06-2017,Yes,CID57694,Credit/Debit Card Offers,Desktop,Mobile_Data,01:31:17,16,114.81,2690.02,9,1006.636064,No,Yes,Yes,Solved,Products always in Stock,0
614,15,M,6TKKN93,,No Membership,06-12-2016,Yes,CID15497,Without Offers,Smartphone,Wi-Fi,19:18:02,-999,-483.069506,14946.39,28,,Yes,No,No,Not Applicable,No reason specified,1
615,57,M,NETB5JT,City,Gold Membership,28-04-2017,Yes,CID32065,Credit/Debit Card Offers,Desktop,Mobile_Data,02:19:09,16,65.6,40151.96,19,673.26,No,Yes,No,Not Applicable,No reason specified,1
616,48,M,HN7HEHS,,Platinum Membership,05-02-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,14:08:57,13,180.75,90645.6,11,,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
617,31,F,D7543GG,City,Gold Membership,14-11-2015,No,xxxxxxxx,Without Offers,?,Wi-Fi,22:22:51,15,84.43,47009.1,23,714.66,No,Yes,No,Not Applicable,Poor Customer Service,0
618,29,F,6INYX1L,City,Silver Membership,20-07-2017,Yes,CID49622,Credit/Debit Card Offers,?,Wi-Fi,13:51:07,12,31.49,23889.63,28,647.54,No,Yes,No,Not Applicable,Poor Product Quality,1
619,31,M,YFX6TXI,,No Membership,22-09-2016,?,CID60789,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:00:34,20,33.11,38591.87,11,,Yes,No,Yes,Unsolved,Poor Product Quality,1
620,34,M,11J0LSQ,Town,Silver Membership,27-11-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,07:02:36,14,244.46,90064.38,9,708.04,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
621,57,F,UJCL9D4,City,Silver Membership,25-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,04:57:19,9,109.08,75447.17,9,738.62,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0
622,46,F,1V4KLIY,Village,Gold Membership,10-02-2017,Yes,CID16324,Credit/Debit Card Offers,Desktop,Wi-Fi,20:49:17,16,164.39,6970.6,16,764.78,No,Yes,No,Not Applicable,Poor Website,0
623,41,F,22KJJLQ,Village,No Membership,09-05-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,06:10:26,13,34.2,35699.6,17,639.53,Yes,No,No,Not Applicable,Poor Customer Service,1
624,11,M,7F42WLD,Village,Basic Membership,19-08-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:27:35,13,94.8,26634.27,Error,621.99,No,Yes,Yes,Solved,Too many ads,0
625,40,F,8WQX7CZ,City,Premium Membership,09-09-2016,Yes,CID26330,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:59:55,-999,104.47,87823.92,16,-301.9987805,Yes,No,No,Not Applicable,Reasonable Price,0
626,43,M,NXZHM3W,City,No Membership,03-05-2016,Yes,CID5719,Without Offers,Smartphone,Fiber_Optic,15:51:18,14,34.16,47660.34,26,654.15,Yes,No,Yes,Solved in Follow-up,Poor Website,1
627,48,M,WOE88UF,,Premium Membership,08-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:03:15,8,64.72,81705.11,17,763.43,No,Yes,Yes,No Information Available,Reasonable Price,0
628,29,M,NH64ZAK,,Gold Membership,08-01-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,22:24:06,7,1027.336476,5619.18,23,705.86,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
629,41,F,Y8W2K8M,,Gold Membership,02-03-2015,?,CID30856,Without Offers,Both,Mobile_Data,10:30:59,4,1138.4,27988.94,1,763.09,No,Yes,No,Not Applicable,User Friendly Website,0
630,32,F,TUR9L1C,Town,No Membership,08-02-2017,No,xxxxxxxx,Without Offers,?,Wi-Fi,10:24:42,1,425.07,45669.06,7,600.48,Yes,No,No,Not Applicable,Poor Product Quality,1
631,38,M,Q7PD7LJ,City,No Membership,14-05-2015,Yes,CID27431,Without Offers,Both,Mobile_Data,08:38:13,8,556.21,37116.13,27,666.78,No,Yes,No,Not Applicable,Too many ads,1
632,56,F,RIUS51O,Town,Platinum Membership,26-07-2015,?,CID14575,Credit/Debit Card Offers,Both,Mobile_Data,21:55:37,8,-718.2130918,10177.99,10,710.29,No,Yes,No,Not Applicable,User Friendly Website,0
633,12,M,L9R9YAC,City,Gold Membership,03-10-2015,Yes,CID49459,Without Offers,Desktop,Wi-Fi,21:52:02,6,31.26,69759.67,8,451.7300232,Yes,No,Yes,No Information Available,Products always in Stock,0
634,30,M,XFZD9X8,Town,No Membership,05-12-2017,Yes,CID35419,Credit/Debit Card Offers,Desktop,Wi-Fi,06:59:58,10,109.41,49857.19,5,552.76,No,Yes,No,Not Applicable,Too many ads,0
635,11,F,AY5COBX,Town,No Membership,22-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14:13:31,16,153.74,49437.86,19,,No,Yes,No,Not Applicable,Poor Website,1
636,61,M,57OIL8T,,Silver Membership,16-06-2016,Yes,CID60859,Without Offers,Both,Fiber_Optic,18:23:56,21,535.17,27661.08,9,,No,Yes,Yes,Solved,No reason specified,0
637,41,F,ZGNNCFI,Town,Premium Membership,15-01-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,21:24:22,17,469.64,73550.41,14,760.76,No,Yes,Yes,Solved,Reasonable Price,0
638,17,F,4VKPMSQ,City,Platinum Membership,30-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:22:32,15,390.94,9425.86,3,822.23,No,Yes,No,Not Applicable,Reasonable Price,0
639,63,M,TIQWMG2,Town,Premium Membership,18-07-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,23:42:36,5,33.36,22722.57,6,709.49,No,Yes,Yes,Solved,Poor Product Quality,0
640,13,F,CWT1X7G,Town,Premium Membership,08-09-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,02:36:19,12,33.53,964.04,26,742.56,Yes,No,No,Not Applicable,Poor Customer Service,0
641,55,M,SWCVGX6,Town,Platinum Membership,08-05-2017,Yes,CID3741,Without Offers,Desktop,Mobile_Data,20:29:55,-999,602.27,5584.47,9,771.34,No,Yes,No,Not Applicable,Poor Website,0
642,20,M,3P0KQF7,City,Basic Membership,22-05-2017,No,xxxxxxxx,Without Offers,?,Mobile_Data,08:34:00,15,155.12,27915.06,10,630.41,Yes,No,No,Not Applicable,Poor Customer Service,1
643,29,F,PWABBP6,Town,Premium Membership,02-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:20:47,4,1352.236672,38272.39,1,591.595735,No,Yes,No,Not Applicable,User Friendly Website,0
644,27,F,T9SNC57,Village,No Membership,27-08-2015,Yes,CID45189,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:09:42,10,1797.988448,12182.71,16,688.22,Yes,Yes,No,Not Applicable,Poor Website,1
645,60,F,5X7LQ9Z,Town,Silver Membership,04-02-2017,Yes,CID30420,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:06:17,5,101.23,35765.25,18,712.47,Yes,No,No,Not Applicable,No reason specified,1
646,23,M,CG75C6O,City,No Membership,27-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,14:41:36,-999,142.61,5368.41,Error,638.2,Yes,No,No,Not Applicable,Poor Customer Service,1
647,17,F,MYM6O2I,Village,No Membership,02-06-2015,Yes,CID46265,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:56:44,-999,97.92,20638.95,5,620.02,Yes,No,No,Not Applicable,Poor Website,1
648,15,M,GGLFBG6,City,Silver Membership,25-06-2017,Yes,CID42699,Without Offers,Both,Mobile_Data,06:36:42,14,693.88,3450.53,29,688.14,Yes,Yes,Yes,Unsolved,Poor Website,1
649,38,M,BXR2RFT,Town,Gold Membership,23-07-2015,Yes,CID35829,Gift Vouchers/Coupons,?,Fiber_Optic,14:22:41,23,62.04,45888.55,24,700.27,Yes,No,Yes,Solved,Poor Product Quality,0
650,53,F,BAH1X9U,Town,Gold Membership,24-01-2017,No,xxxxxxxx,,Desktop,Mobile_Data,18:12:50,12,84.43,30761.37,1.760558654,712.28,No,Yes,No,Not Applicable,Poor Customer Service,0
651,12,M,YR0D6SK,City,Gold Membership,17-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:24:11,25,83.1,6776.04,23,607.29,Yes,No,No,Not Applicable,Poor Website,1
652,55,F,XLU5381,,Platinum Membership,17-04-2015,?,CID35433,Without Offers,Desktop,Wi-Fi,21:54:49,-999,71.23,12459.11,10,756.8,Yes,No,Yes,Unsolved,Poor Customer Service,0
653,10,M,VWAUI32,City,Premium Membership,29-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,17:17:20,15,354.19,50497.05,3,754.46,Yes,No,No,Not Applicable,Reasonable Price,0
654,58,F,BA6CTBJ,Village,Silver Membership,18-11-2015,Yes,CID17966,Credit/Debit Card Offers,Both,Wi-Fi,11:09:13,10,521.69,46525.85,5,,Yes,No,No,Not Applicable,Poor Product Quality,1
655,15,M,5DYI230,,Gold Membership,09-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:14:22,22,37.48,64986.41,11,777.53,Yes,No,No,Not Applicable,Products always in Stock,0
656,34,M,9IFV1IA,City,Silver Membership,04-12-2016,?,CID25018,Credit/Debit Card Offers,Desktop,Fiber_Optic,04:23:09,15,619.21,45695.14,11,765.52,Yes,Yes,No,Not Applicable,Quality Customer Care,0
657,19,M,XWD983W,Village,Silver Membership,08-05-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,08:31:25,17,38.5,96704.84,17,1012.555064,Yes,No,Yes,Solved,User Friendly Website,0
658,47,M,D5QYOOQ,Town,Silver Membership,05-09-2016,Yes,CID38136,Gift Vouchers/Coupons,Desktop,Wi-Fi,00:46:54,6,377.99,32128.39,20,655.91,Yes,No,No,Not Applicable,Too many ads,1
659,43,F,VHAKSHM,Town,Gold Membership,11-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15:08:29,14,226.13,37604.65,22,,Yes,No,Yes,Solved,Poor Website,0
660,13,M,TEDXF6C,,Gold Membership,24-07-2016,Yes,CID56094,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:58:59,4,-377.9769659,19620,5,752.07,No,Yes,No,Not Applicable,Quality Customer Care,0
661,29,M,DDYQNLD,,Premium Membership,16-08-2015,No,xxxxxxxx,,Desktop,Mobile_Data,21:12:17,17,366.25,50893.59,15,720.06,Yes,No,Yes,Unsolved,Reasonable Price,0
662,50,F,RQCYRZ9,City,No Membership,06-06-2016,Yes,CID54884,Without Offers,Desktop,Wi-Fi,07:47:59,12,75.49,16439.65,10,105.4241562,No,Yes,Yes,Solved,No reason specified,1
663,18,F,4BHEPB3,City,Silver Membership,17-06-2017,?,CID38263,,Desktop,Mobile_Data,10:32:19,9,159.55,5557.68,13,716.7,Yes,No,No,Not Applicable,Poor Product Quality,1
664,43,M,LU5B1HT,Town,Gold Membership,05-05-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,02:19:13,12,116.96,46172.28,19,630.38,No,Yes,Yes,Solved,Poor Website,1
665,43,M,69WAEH1,Town,Silver Membership,19-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:20:37,12,-542.8269186,18784.65,5,,Yes,Yes,Yes,Unsolved,Poor Product Quality,0
666,26,M,68ULD7P,Village,Premium Membership,27-05-2017,Yes,CID51872,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:41:42,16,705.87,38875.74,2,795.2,Yes,No,Yes,Unsolved,User Friendly Website,0
667,51,M,0P3JJIA,Village,No Membership,04-04-2016,?,CID26341,Without Offers,Both,Fiber_Optic,23:30:03,6,318.78,40600.16,27,598.64,Yes,Yes,Yes,Solved in Follow-up,Too many ads,1
668,26,F,CM3CTLN,,Platinum Membership,24-04-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,20:28:42,2,502.97,15030.5,15,759.76,Yes,Yes,Yes,Solved,Reasonable Price,0
669,64,F,SFZAYGA,Town,Silver Membership,12-10-2016,Yes,CID40499,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:34:31,-999,123.46,23009.85,26,730.18,No,Yes,Yes,No Information Available,Poor Product Quality,0
670,13,F,JXUHTU9,Village,Premium Membership,26-10-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:21:14,15,61.14,24708.52,Error,709.72,No,Yes,No,Not Applicable,Poor Customer Service,0
